Feature 1,Feature 2,Feature 3,Feature 4
0.6869899076555114,0.7877068630350343,0.518759949210329,0.8786334058918475
0.7680207680817593,0.8119872133929334,0.6781173811068406,0.5832825349090613
0.4957318453569248,0.5249666694670234,0.48781561904665416,0.5540879240213831
0.4420332771577936,0.40056019057360903,0.482096882801225,0.5777817797851278
0.4863711808394512,0.6015529051721445,0.5023953655843086,0.33316728864435674
0.48416794970669474,0.5633171963998886,0.1347755810518227,0.612867695199539
0.6264219211322575,0.6859663579692582,0.4825000816481436,0.7701907365573951
0.446432716298761,0.7522910339421998,0.8245684309570914,0.8351571791642916
0.49675710695932607,0.3725520695902682,0.2680032116366736,0.4609154012086142
0.38188002784611613,0.343759447202136,0.4176666235743828,0.30349769230551626
0.40094667987725935,0.5041652946999791,0.52971188827342,0.6513500039144278
0.47210086080461816,0.5591774565459429,0.3920511682668354,0.7816832844990271
0.6168924734628369,0.7332664332201178,0.7568964480702101,0.6896662615178393
0.5653116207622857,0.6427772651708069,0.48885711891676475,0.4841735693522407
0.4129041884108381,0.6408055551686944,0.36962908606023426,0.33979501652056165
0.47738680259250144,0.43475885239314194,0.37680430775853163,0.4621549447706836
0.5266050114998035,0.5185185170114158,0.4624771367938258,0.4112342266005421
0.5969320463888046,0.49909481593022387,0.6114673564649618,0.6141192014147969
0.30734219372647514,0.5199084279591268,0.5192300968268495,0.5839887533408993
0.33412718311031026,0.4100315271080103,0.5208251680967262,0.5755582788950431
0.4855307625999381,0.6396989377928701,0.5101421372544958,0.5570727834994234
0.70544770598592,0.5575438883971288,0.6122034301504943,0.6143300865766509
0.5385143888046398,0.5133433604838686,0.6030106076071584,0.48469300018903855
0.4545017263054909,0.6074741464983292,0.40811093333791226,0.7924478929162921
0.6003250640803801,0.43987173267751695,0.6035696199781784,0.6706337733344435
0.6128737177068959,0.805609349232177,0.5859424364185499,0.7797295164767646
0.5085432602773057,0.5985710066067795,0.5059113408847025,0.6430353854312698
0.16393745473601828,0.4488357701632137,0.4522217513200426,0.4446830031035779
0.3480498389271757,0.5189833041598442,0.5125330508108228,0.554048586067992
0.3250417859596436,0.46334278546554863,0.37593475137239646,0.2623180208796283
0.6578782470872757,0.7308225030200035,0.6303097092876722,0.7110984991566035
0.5579422748615694,0.6847369453646304,0.5429569030736389,0.6425341568286616
0.5772812948688691,0.9904030310684191,0.5221718840517044,0.5136198811106274
0.6334945289947328,0.9201835598384934,0.7886299334022349,0.6858154152329845
0.5227444668335633,0.48190869189144236,0.3675645552029005,0.4341797505556432
0.5765587415197813,0.2638712351926584,0.35214648675519716,0.5093339554267036
0.49135944676881843,0.620341079578218,0.6809617685017509,0.610738192438391
0.45437343687013426,0.2724381629422047,0.4020659628236564,0.6603528251807991
0.568137623475303,0.5435771117789271,0.4916786887573035,0.62550835405877
0.31665505065145405,0.5355573786142307,0.4985394240435165,0.4393420084321323
0.4518036977767237,0.49827864979851677,0.5357757422610894,0.718770239108074
0.5621290407142998,0.611952451624894,0.4445189928859243,0.5554274486919386
0.2594602869099663,0.26549133663192415,0.3486826789650414,0.30151731670046017
0.5292303347810452,0.4146245722062181,0.26188558294527087,0.39621909110429954
0.4352589551551219,0.4535623011964339,0.39826363672383447,0.6458930026426268
0.701057660018157,0.6724653594758346,0.44825821299010704,0.4418875825760016
0.5398188505725781,0.7372334776014047,0.8360929714090835,0.6435299661847226
0.6124990838435628,0.5327953662830682,0.31251605192085036,0.6676456989000195
0.4883314106152721,0.6395898636428508,0.4297743529179882,0.6085225370908313
0.6838352042238467,0.5485589594236183,0.5434849679303185,0.8904039014172591
0.5493862159878045,0.5137263650620354,0.4887222259086677,0.8279774084575227
0.4313685130135745,0.39434042022467275,0.4528247928200289,0.33235431340918725
0.422255515424937,0.27321053205344914,0.4958288314668904,0.705826781290281
0.46532780652734074,0.3622198091150208,0.5834850281822601,0.418729045760273
0.5698989800111738,0.47660555289334583,0.5458993864314592,0.452693527977149
0.3792942759054917,0.6111490617661993,0.38733467104884056,0.47861684422442213
0.6513391754419436,0.7633252714145264,0.5035581708675305,0.7194200924659995
0.1789296151607805,0.33067318295030634,0.25952139576893335,0.35315249892794887
0.47052609053193195,0.6005483762952445,0.6314159804248884,0.5289928016991269
0.5824149053845249,0.33440984820714076,0.3591584214542412,0.5138769070520328
0.32794299242338404,0.4902266344707758,0.35972621696750623,0.35522342049051864
0.7588962900288663,0.703030564152177,0.6320146455317619,0.5282537407650318
0.43972783659902803,0.7251594393633141,0.4129406842177846,0.7628053339110361
0.3092778612081786,0.4133058528303384,0.37624773600869355,0.4596368968086462
0.5242738248226136,0.6688702044335467,0.4200426859044591,0.5624301311800409
0.3651021363990736,0.4386968031084707,0.66463894845633,0.6405058684331535
0.28827020650639823,0.5946974764715693,0.19773508006746968,0.6132262494448124
0.4893474004727661,0.6432791484941818,0.22063341672365527,0.41688198252000147
0.38318624035734256,0.5351918356964274,0.5651492679324999,0.5689351538852498
0.4675132149503175,0.49324784811715966,0.6577007962458211,0.6145477528451283
0.37089023111609765,0.47130119550230315,0.4019787648206429,0.4562443771668485
0.38291667301957943,0.49337126825799477,0.42788982145984933,0.7293401392087306
0.49919230307675,0.30936663153422717,0.33073952383073085,0.5450024108918714
0.5755713060261447,0.5181378595188386,0.6384712299971718,0.8346315691513835
0.20674075629991193,0.32559998461048417,0.45420204802793945,0.4575078641229238
0.574283923372636,0.2893939192667281,0.6745936614418562,0.3701978742610229
0.5845632592917912,0.8844334578930548,0.7131618020676638,0.6328724671337677
0.33015797772125327,0.5806623800368205,0.45028359777341587,0.5751678071936367
0.5761262627667593,0.8108420956722703,0.730805635068001,0.7024323350747175
0.5338276839646928,0.6068112979560288,0.6806191579387678,0.5973361025736612
0.47676991944180525,0.30114286580437993,0.3819006797604412,0.25291307346557745
0.18422021234367253,0.2619534126714651,0.6115757569250906,0.4169197170609507
0.44515585593088175,0.3349567172850248,0.3003361488740932,0.5099547012980596
0.4189023958716779,0.5571227788701972,0.3733126378256983,0.7098638588725812
0.32472327075755886,0.7153112094515386,0.5886226778691133,0.4194972007828977
0.5019699636067771,0.49802669900008434,0.43852394751457474,0.4174995318028079
0.3643913052367792,0.6479595418234866,0.2874977482143864,0.5564513513267748
0.3937456726209313,0.6561426822142777,0.6448181009132745,0.7292197287934088
0.5424040509960293,0.4420962216178755,0.3742688656277416,0.4709041673355049
0.3334574518087378,0.3755213303434848,0.457273627954922,0.4651942456434639
0.23020456996159938,0.27652750570901585,0.33994529150562564,0.3621931833103606
0.543714817829794,0.40900357243334423,0.554537024452471,0.39529501520049803
0.47454055673136664,0.5456453521276123,0.3478523843026212,0.4530507618327411
0.6121484755632911,0.6440597655375928,0.585175340765965,0.43584889983918396
0.6374456422771072,0.5731653411882262,0.6499089936693733,0.3634911328609428
0.6009679285115388,0.538302878649619,0.6013348440907029,0.601521970212163
0.5806638499188209,0.31198809084436824,0.5826031379252837,0.40017309805107343
0.45827520485874,0.6761589793933737,0.7455598393149538,0.687948562663449
0.777454963464348,0.5964046631892908,0.7330017993950444,0.8481656171399192
0.6071873294392514,0.6184689738321145,0.4194823018729309,0.6359156530574436
0.6622172637769377,0.7220411784528336,0.532587022934096,0.6229705282542658
0.6089545269680192,0.46503526463450084,0.2502689502408531,0.5066198027857061
0.6574845226752916,0.40592721656325714,0.3853809984303367,0.3328284342509026
0.38252902512773734,0.20671016853535068,0.44773876550594605,0.2891009018859766
0.7271683590654631,0.7734557841598138,0.4349680166400567,0.486746244288059
0.7587245210722621,0.5650950000269841,0.6446390683663796,0.9490246662238175
